PostalCode,ListingID,Longitude,Latitude,ListDate,SoldPrice,PendingDate,List_year,List_month
30305,56418562.0,-84.376302,33.821668,29-Sep-2015 00:00:00,375000.0,13-Dec-2015 00:00:00,2015.0,9.0
30305,56421383.0,-84.376302,33.821668,29-Sep-2015 00:00:00,375000.0,15-Dec-2015 00:00:00,2015.0,9.0
30305,56427511.0,-84.370415,33.828258,24-Sep-2015 00:00:00,798500.0,04-Jan-2016 00:00:00,2015.0,9.0
30305,56449485.0,-84.382422,33.850732,01-Oct-2015 00:00:00,138000.0,10-Oct-2015 00:00:00,2015.0,10.0
30305,56462853.0,-84.3822691,33.851962,30-Sep-2015 00:00:00,435000.0,21-Oct-2015 00:00:00,2015.0,9.0
30305,56479858.0,-84.377966,33.823124,01-Oct-2015 00:00:00,470000.0,24-Nov-2015 00:00:00,2015.0,10.0
30305,56480351.0,-84.377966,33.823124,01-Oct-2015 00:00:00,470000.0,24-Nov-2015 00:00:00,2015.0,10.0
30305,56493108.0,-84.39701,33.853998,02-Oct-2015 00:00:00,2250000.0,20-Oct-2015 00:00:00,2015.0,10.0
30305,56495464.0,-84.39701,33.853998,02-Oct-2015 00:00:00,2250000.0,20-Oct-2015 00:00:00,2015.0,10.0
30305,56498446.0,-84.4048135,33.8218019,28-Sep-2015 00:00:00,1120000.0,18-Feb-2016 00:00:00,2015.0,9.0
30305,56546501.0,-84.395897,33.820602,02-Oct-2015 00:00:00,1425000.0,05-Nov-2015 00:00:00,2015.0,10.0
30305,56549927.0,-84.399992,33.851588,05-Oct-2015 00:00:00,3800000.0,17-Feb-2016 00:00:00,2015.0,10.0
30305,56568554.0,-84.40233,33.818695,05-Oct-2015 00:00:00,605000.0,24-Nov-2015 00:00:00,2015.0,10.0
30305,56609407.0,-84.383945,33.831422,06-Oct-2015 00:00:00,1305000.0,05-Dec-2015 00:00:00,2015.0,10.0
30305,56612377.0,-84.388305,33.833849,02-Oct-2015 00:00:00,1515000.0,16-Oct-2015 00:00:00,2015.0,10.0
30305,56631133.0,-84.395897,33.820602,02-Oct-2015 00:00:00,1425000.0,06-Nov-2015 10:13:03,2015.0,10.0
30305,56646662.0,-84.366629,33.837424,07-Oct-2015 00:00:00,785000.0,26-Jan-2016 00:00:00,2015.0,10.0
30305,56667244.0,-84.388305,33.833849,02-Oct-2015 00:00:00,1515000.0,16-Oct-2015 00:00:00,2015.0,10.0
30305,56673105.0,-84.396826,33.8650469,08-Oct-2015 00:00:00,990000.0,23-Nov-2015 00:00:00,2015.0,10.0
30305,56740624.0,-84.387382,33.818322,12-Oct-2015 00:00:00,400000.0,03-Dec-2015 00:00:00,2015.0,10.0
30305,56848015.0,-84.397166,33.818215,15-Oct-2015 00:00:00,1175000.0,12-Jan-2016 00:00:00,2015.0,10.0
30305,56873777.0,-84.403581,33.832069,16-Oct-2015 00:00:00,1010000.0,20-Feb-2016 00:00:00,2015.0,10.0
30305,56874452.0,-84.403581,33.832069,16-Oct-2015 00:00:00,1010000.0,20-Feb-2016 00:00:00,2015.0,10.0
30305,56908733.0,-84.387382,33.818322,19-Oct-2015 00:00:00,400000.0,14-Dec-2015 00:00:00,2015.0,10.0
30305,56914679.0,-84.397166,33.818215,15-Oct-2015 00:00:00,1175000.0,05-Feb-2016 00:00:00,2015.0,10.0
30305,56943556.0,-84.388169,33.828297,19-Oct-2015 00:00:00,899000.0,25-Oct-2015 00:00:00,2015.0,10.0
30305,56953208.0,-84.401439,33.82423,19-Oct-2015 00:00:00,2160000.0,02-Dec-2015 00:00:00,2015.0,10.0
30305,56968633.0,-84.400771,33.819161,21-Oct-2015 00:00:00,688350.0,04-Nov-2015 00:00:00,2015.0,10.0
30305,56978183.0,-84.401024,33.838477,21-Oct-2015 00:00:00,1060000.0,04-Dec-2015 00:00:00,2015.0,10.0
30305,56989124.0,-84.4002708,33.8373474,21-Oct-2015 00:00:00,1060000.0,15-Dec-2015 00:00:00,2015.0,10.0
30305,57033136.0,-84.401439,33.82423,19-Oct-2015 00:00:00,2160000.0,02-Dec-2015 00:00:00,2015.0,10.0
30305,57053007.0,-84.394373,33.824983,23-Oct-2015 00:00:00,1525000.0,29-Oct-2015 00:00:00,2015.0,10.0
30305,57055775.0,-84.394373,33.824983,23-Oct-2015 00:00:00,1525000.0,28-Oct-2015 00:00:00,2015.0,10.0
30305,57088288.0,-84.3854209,33.818831,26-Oct-2015 00:00:00,735000.0,28-Oct-2015 00:00:00,2015.0,10.0
30305,57089129.0,-84.3854209,33.818831,26-Oct-2015 00:00:00,735000.0,28-Oct-2015 00:00:00,2015.0,10.0
30305,57177207.0,-84.3826922,33.8489063,28-Oct-2015 00:00:00,150000.0,30-Oct-2015 00:00:00,2015.0,10.0
30305,57187123.0,-84.3813071,33.8334357,27-Oct-2015 00:00:00,266250.0,18-Jan-2016 00:00:00,2015.0,10.0
30305,57187733.0,-84.4007589,33.818532,28-Oct-2015 00:00:00,1175000.0,03-Feb-2016 12:12:42,2015.0,10.0
30305,57189351.0,-84.4007589,33.818532,28-Oct-2015 00:00:00,1175000.0,11-Jan-2016 00:00:00,2015.0,10.0
30305,57225442.0,-84.383409,33.817727,30-Oct-2015 00:00:00,565000.0,20-Nov-2015 00:00:00,2015.0,10.0
30305,57226877.0,-84.380253,33.828943,24-Oct-2015 00:00:00,627500.0,11-Feb-2016 00:00:00,2015.0,10.0
30305,57364202.0,-84.3814595,33.8205117,04-Nov-2015 00:00:00,615000.0,05-Nov-2015 00:00:00,2015.0,11.0
30305,57365023.0,-84.3814595,33.8205117,04-Nov-2015 00:00:00,615000.0,05-Nov-2015 00:00:00,2015.0,11.0
30305,57367259.0,-84.382884,33.8523272,04-Nov-2015 00:00:00,560000.0,22-Jan-2016 00:00:00,2015.0,11.0
30305,57374814.0,-84.3813606,33.8158835,05-Nov-2015 00:00:00,611600.0,11-Nov-2015 00:00:00,2015.0,11.0
